Source,Paper Title,Author,Year,Empirical Data?,Subsidy Category,Resource Subsidy,Vector (taxon or phenomenon) Group,Specific Vector,Biotic or Abiotic?,Recipient taxon or habitat,Subgroups Yes,Ecotone/Ecosystem Boundary,Climate Zone,Mediterannean Yes,Continent,Country,Lat/Lon,Experimental Component Yes,Start Year,End Year,Your Initials
Subalusky,Omega-3 long-chain polyunsaturated fatty acids support aerial insectivore performance more than food quantity.,Twining et al,2016,Yes,,Insects (omega-3 long-chain polyunsaturated fatty acids),Insect,Insect,Biotic,Tree swallow chicks,No,Terrestrial - Terrestrial,"Done in laboratory (chicks caught from wild, fed seeds/soybeans/etc. instead of insects with equivalent nutrient type)",n/a,North America,United States,n/a,Yes,2015,2015,FL
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Gomphiocephalus hodgsoni,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433333",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Stereotydeus mollis,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433334",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Nanorochestes antarcticus,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433335",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Panagrolaimus davidi,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433336",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Plectus sp,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433337",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Scottnema lindsayae,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433338",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Tardigrada,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433339",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Rotifera,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433340",No,1995,1997,KH
Seabird Chapter,"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Seabird guano,Birds,Protozoa,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433341",No,1995,1997,KH
Seabird Chapter,On lumping species in food webs,"Solow, A.R and A.R. Beet",1998,No,,,,,,,,,,,,,,,,,
Subalusky,Ontogenetic niche shifts in the American Alligator establish functional connectivity between aquatic systems.,Subalusky et al,2009,Yes,other guano,"Alligator (N, P, Ca, Mg, Na, K)",Reptile,American alligator,Biotic,Wetland & river,No,Freshwater - Freshwater,Humid subtropical,No,North America,United States,"31.3, -84.5",Yes,2005,2006,FL
Subalusky,"Organic matter and nutrient inputs from large wildlife influence ecosystem function in the Mara River, Africa",Subalusky et al,2018,Yes,,"Hippopotamus excretion/egestion (ammonium, coarse particulate organic matter)",Mammal,Hippopotamus,Biotic,River,Yes,Terrestrial - Freshwater,Temperate subtropical,No,Africa,Kenya,"-1.60, 35.0",Yes,2011,2014,FL
Subalusky,"Organic matter and nutrient inputs from large wildlife influence ecosystem function in the Mara River, Africa",Subalusky et al,2018,Yes,,"Wildebeest carcasses (ammonium, soluble reactive phosphorous, phosphorous)",Mammal,Wildebeest carcasses,Biotic,River,Yes,Terrestrial - Freshwater,Temperate subtropical,No,Africa,Kenya,"-1.60, 35.0",Yes,2011,2014,FL
Subalusky,Organic matter loading by hippopotami causes subsidy overload resulting in downstream hypoxia and fish kills,Dutton et al.,2018,Yes,,Hippopotamus egestion and excretion leading to hypoxia,Mammal,Hippopotamus,Biotic,Downstream rivers & fish (hypoxia),No,Terrestrial - Freshwater,Temperate subtropical,No,Africa,Kenya/Tanzania,"-1.60, 35.0",Yes,2009,2015,FL
Mulder,Organic P in soils 1: The extraction and separation of organic phosphorus compounds from soils,"Dyer, B. and C.I. Wrenshall",1941,Yes,,Phosphorus,Plants,Unspecified,Biotic,Soil,No,Terrestrial - Terrestrial,LABORATORY,LABORATORY,LABORATORY,LABORATORY,LABORATORY,Yes,N/A,N/A,KH
Subalusky,"Organism Size, Life History, and N:P Stoichiometry: Toward a unified view of cellular and ecosystem processes",Elser et al.,1996,No,,,,,,,,,,,,,,,,,FL
Subalusky,Overfishing of Inland Waters,Allan et al.,2005,No,,,,,,,,,,,,,,,,,FL
Subalusky,Pacific salmon effects on stream ecosystems: a quantitative synthesis,Janetski et al.,2009,No,,,,,,,,,,,,,,,,,FL
MacInturf,Pacific Salmon in Aquatic and Terrestrial Ecosystems,Gende et al.,2002,No,,,,,,,,,,,,,,,,,JB
Subalusky,"Pacific salmon, marine-derived nutrients, and the characteristics of aquatic and riparian ecosystems.",Naiman et al.,2005,Cannot find paper/book,,,,,,,,,,,,,,,,,FL
Subalusky,"Pacific salmon, nutrients, and the dynamics of freshwater and riparian ecosystems",Naiman et al.,2002,No,,,,,,,,,,,,,,,,,FL
Subalusky,Periodical Cicada Detritus Impacts Stream Ecosystem Metabolism,Menninger et al.,2008,Yes,,Cicada detritus,Insect,Brood X cicada,Biotic,Stream,No,Terrestrial - Freshwater,Humid subtropical,No,North America,United States,"39.1, 77.0",Yes,2004,2004,FL
Subalusky,Phosphorus and Nitrogen Limitation of Phytoplankton Growth in the Freshwaters of North America: A Review and Critique of Experimental Enrichments,Elser et al.,1990,No,,,,,,,,,,,,,,,,,FL
Subalusky,Phosphorus flux due to Atlantic salmon (Salmo salar) in an oligotrophic upland stream: effects of management and demography,Nislow et al.,2004,Yes,fish derived,Atlantic salmon (P),Fish,Atlantic salmon,Biotic,River,No,Marine - Freshwater,Oceanic/subpolar oceanic,No,Europe,Scotland,"57.6, -5.0",Yes,1995,2001,FL
MacInturf,Phosphorus in seagull colonies and the effect on the habitats. The case of yellow-legged gulls (Larus michahellis) in the Atlantic Islands National Park (Galicia-NW Spain).,Otero et al.,2015,Yes,,Seabird Guano(Phorphorus),Seabirds,Yellow-legged gulls (Larus michaellis),Biotic,Soil,No,Marine - Terrestrial,Temperate,No,Europe,Spain,"42.3775, -8.9321",Yes,2011,2011,JB
Mulder,Plant strategies and vegetation processes,"Grime, J.P.",1979,No,,,,,,,,,,,,,,,,,
MacInturf,Plants cause ecosystem nutrient depletion via the interruption of bird-derived spatial subsidies,Young et al.,2010,Yes,seabird guano,Allochthonous Nutrients(Gauno),Seabirds,"Boobies, terns, noddies",Biotic,Plant tissues and soil,Yes,Marine - Terrestrial,Tropical Rainforest,No,North America,USA(Palmyra Atoll),"5.53, -162.05",Yes,2007,2007,JB
MacInturf,Plants cause ecosystem nutrient depletion via the interruption of bird-derived spatial subsidies,Young et al.,2010,Yes,,"Marine Wash(Nitrogen, Carbon)",Protists,Algae,Biotic,Plant tissues and soil,,Marine - Terrestrial,Tropical Rainforest,No,North America,USA(Palmyra Atoll),"5.53, -162.06",Yes,2007,2007,JB
Seabird Chapter,"Plasma fatty acids, triacylglycerol and cholesterol of the tuatara (sphenodon punctatus punctatus) from islands differing in the presence of rats and the abundance of seabirds","Blair, T. et al",2000,Yes,,"fatty acids, tricylglycerol and cholesterol",Seabird,Unspecified,Biotic,Tuatara (Reptile),No,Marine - Terrestrial,Cold Tundra,No,South Pacific Ocean,Coppermine Island,"-35.933333, 175.750000",Yes,1997,1997,KH
Seabird Chapter,Playing chutes and ladders- heterogeneity and the relative roles of bottom-up and top-down forces in natural communities,"Hunter, M.D. and P.W. Price",1992,No,,,,,,,,,,,,,,,,,
Mulder,Polyphenol control of nitrogen release from pine litter,"Northup, R.R., et al",1995,No,,,,,,,,,,,,,,,,,
Subalusky,Population dynamics under increasing environmental variability: implications of climate change for ecological network design criteria,Verboom et al,2010,No,,,,,,,,,,,,,,,,,FL
Subalusky,Population trend and distribution of the Vulnerable common hippopotamus Hippopotamus amphibius in the Mara Region of Kenya,Kanga et al.,2011,Yes,,No relation to subsidies (hippo population statistics),,,,,,,,,,,,,,,FL
Subalusky,Positive and Negative Effects of Organisms as Physical Ecosystem Engineers,Jones et al.,1997,No,,,,,,,,,,,,,,,,,FL
Seabird Chapter,Post-mating survival in a small marsupial is associated with nutrient inputs from seabirds,"Wolfe, K.M., et al",2004,Yes,seabird guano,"Nutrients (Ammonia N, Nitrate N, P, K, S, Fe)",Seabirds,Unspecified,Biotic,"Marsupials, Red Deer",No,Marine - Terrestrial,Mediterranean,Yes,Oceania,Australia,"-37.9030, 145.3300",No,1997,2002,KH
Subalusky,Potential alteration of cross-ecosystem resource subsidies by an invasive aquatic macroinvertebrate: implications for the terrestrial food web,Gergs et al.,2014,Yes,,Emerging aquatic insect prey (affected by invasive amphipod),Insect,Aquatic insects (mostly midges),Biotic,Riparian spiders (Lycosids & Tetragnathids,No,Freshwater - Terrestrial,Oceanic,No,Europe,Germany,"49.0, 8.22",Yes,2010,2012,FL
Seabird Chapter,Predation of seabirds by invasive rats: multiple indirect consequences for invertebrate communities,"Towns, D.P., et al",2009,Yes,,"N,P, other minerals",Seabirds,Unspecified,Biotic,Soil (to be used by rodents),No,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-38.160000, 175.825000",No,N/A,N/A,KH
MacInturf,Predator control of ecosystem nutrient dynamics,Schmitz et al.,2010,No,,,,,,,,,,,,,,,,,JB
Seabird Chapter,"Predator-prey body size, interaction strength and stability of a real food web","Emmerson, M.C. and D. Raffelli",2004,No,,,,,,,,,,,,,,,,,
Subalusky,Predicting nutrient excretion of aquatic animals with metabolic ecology and ecological stoichiometry: a global synthesis,Vanni and McIntyre,2016,No,,,,,,,,,,,,,,,,,FL
Subalusky,Priming effect: bridging the gap between terrestrial and aquatic ecology,Guenet et al.,2010,No,,,,,,,,,,,,,,,,,FL
Mulder,Principles of Terrestrial Ecosystem Ecology,"Chapin, F.S. , et al",2002,Various articles from this book,,,,,,,,,,,,,,,,,
Seabird Chapter,"Productivity and consumer regulation-concepts, patterns and mechanism","Persson, L. et al",1996,No,,,,,,,,,,,,,,,,,
Mulder,Prognosis for ecosystem recovery following rodent eradication and seabird resoration in an island archipelago,"Jones, H.P.",2010,Yes,,"Guano (N, C)",Seabirds,Unspecified,Biotic,Rodents,No,Marine - Terrestrial,Oceanic,No,Oceania,New Zealand,"-41.4087266,173.9136005",Yes,N/A,N/A,KH
Mulder,Promotion of ecosystem carbon sequestration by invasive predators,"Wardle, D.A., et al",2007,Yes,,Carbon,Rats,Unspecified,Biotic,Plants and soil,No,Terrestrial - Terrestrial,Temperate,No,Oceania,New Zealand,"-38.4000, 175.7168",No,N/A,N/A,KH
Seabird Chapter,Pulsed resources and community dynamics of consumers in terrestrial ecosystems,"Ostfeld, R.S. and F. Keesing",2000,No,,,,,,,,,,,,,,,,,
Subalusky,Quantifying aquatic insect deposition from lake to land,Dreyer et al.,2015,Yes,,Emerging adult midges from aquatic stage (dry mass),Insect,Midges (Chironomus islandicus and Tanytarsus gracilentus),Biotic,Surrounding land,No,Freshwater - Terrestrial,Tundra,No,Europe,Iceland,"65.6, -17.0",Yes,2008,2011,FL
Subalusky,Quantifying the factors affecting leaf litter decomposition across a tropical forest disturbance gradient,Paudel et al.,2015,Yes,,Leaf litter decomposition,Plant,Leaf litter (Dipterocarp),Biotic,Forest floor,No,Terrestrial - Terrestrial,Monsoon,No,Asia,China,"22.0, 100.8",Yes,2010,2011,FL
Subalusky,Quantity and quality: unifying food web and ecosystem perspectives on the role of resource subsidies in freshwaters,Marcarelli et al.,2011,No,,,,,,,,,,,,,,,,,FL
Subalusky,Rates of litter decomposition in terrestrial ecosystems: global patterns and controlling factor,Zhang et al,2008,No,,,,,,,,,,,,,,,,,
Subalusky,"Recent shifts in the occurrence, cause, and magnitude of animal mass mortality events",Fey et al.,2015,No,,,,,,,,,,,,,,,,,FL
Subalusky,Reciprocal subsidies: Dynamic interdependence between terrestrial and aquatic food webs,Nakano and Murakami,2001,Yes,,Emerging aquatic insects,Insect,Emerging aquatic insect,Biotic,Forest birds,Yes,Freshwater - Terrestrial,Humid continental,No,Asia,Japan,"42.7, 141.6",Yes,1997,1998,FL
Subalusky,Reciprocal subsidies: Dynamic interdependence between terrestrial and aquatic food webs,Nakano and Murakami,2001,Yes,,Terrestrial insects,Insect,Terrestrial insects,Biotic,Stream fish,,Terrestrial - Freshwater,Humid continental,No,Asia,Japan,"42.7, 141.6",Yes,1997,1998,FL
Subalusky,Recognizing cross-ecosystem responses to changing temperatures: soil warming impacts pelagic food webs,Fey et al.,2015,Yes,,"Deciduous tree leaves (N, C, P)",Leaves,Red maple leaves,Biotic,Pelagic pond food web (mesocosm),No,Terrestrial - Freshwater,Humid continental (mesocosm),No,North America,United States,"43.7, -72.3",Yes,2003,2012,FL
Mulder,Resource partitioning for soil phosphorus: a hypothesis,"Turner, B.L.",2008,No,,,,,,,,,,,,,,,,,
Subalusky,Resource subsidies across the land-freshwater interface and responses in recipient communities,Richardson et al,2010,No,,,,,,,,,,,,,,,,,FL
Subalusky,Resource subsidies between stream and terrestrial ecosystems under global change,Larsen et al.,2016,No,,,,,,,,,,,,,,,,,FL
Subalusky,Resources from Another Place and Time: Responses to Pulses in a Spatially Subsidized System,Anderson et al.,2008,Yes,,Seabird guano (N and P),Bird,Several species of seabird,Biotic,Plants,Yes,Marine - Terrestrial,Desert,No,North America,Gulf of California,"26.7, -110.7",Yes,1990,2005,FL
Subalusky,Resources from Another Place and Time: Responses to Pulses in a Spatially Subsidized System,Anderson et al.,2008,Yes,,Seabird guano (N and P),Bird,Several species of seabird,Biotic,Soil,,Marine - Terrestrial,Desert,No,North America,Gulf of California,"26.7, -110.8",Yes,1990,2005,FL
Subalusky,Resources from Another Place and Time: Responses to Pulses in a Spatially Subsidized System,Anderson et al.,2008,Yes,,Seabird guano (N and P),Bird,Several species of seabird,Biotic,Herbivores,,Marine - Terrestrial,Desert,No,North America,Gulf of California,"26.7, -110.9",Yes,1990,2005,FL
Subalusky,Resources from Another Place and Time: Responses to Pulses in a Spatially Subsidized System,Anderson et al.,2008,Yes,,Seabird guano (N and P),Bird,Several species of seabird,Biotic,Rodents,,Marine - Terrestrial,Desert,No,North America,Gulf of California,"26.7, -110.10",Yes,1990,2005,FL
Subalusky,Resources from Another Place and Time: Responses to Pulses in a Spatially Subsidized System,Anderson et al.,2008,Yes,,Seabird guano (N and P),Bird,Several species of seabird,Biotic,Orb-web spiders,,Marine - Terrestrial,Desert,No,North America,Gulf of California,"26.7, -110.11",Yes,1990,2005,FL
Subalusky,Resources from Another Place and Time: Responses to Pulses in a Spatially Subsidized System,Anderson et al.,2008,Yes,,Seabird guano (N and P),Bird,Several species of seabird,Biotic,Lizards,,Marine - Terrestrial,Desert,No,North America,Gulf of California,"26.7, -110.12",Yes,1990,2005,FL
Subalusky,Responses in dissolved nutrients and epilithon abundance to spawning salmon in southeast Alaska streams,Mitchell and Lamberti,2005,Yes,,Spawning pacific salmon (marine derived nutrients),Fish,Pacific salmon,Biotic,Stream,No,Marine - Freshwater,Oceanic,No,North America,United States,"58.3, -134.4",Yes,2000,2001,FL
Subalusky,Review on environmental alterations propagating from aquatic to terrestrial ecosystems.,Schultz et al,2015,No,,,,,,,,,,,,,,,,,FL
Subalusky,River-watershed exchange: effects of riverine subsidies on riparian lizards and their terrestrial prey.,Sabo and Power,2002,Yes,emerging insects,Emerging aquatic insects,Insect,Emerging aquatic insects,Biotic,Riparian western fence lizard,No,Freshwater - Terrestrial,Mediterranean,Yes,North America,United States,"39.7, -123.7",Yes,1997,1997,FL
Subalusky,Role of brown bears ( Ursus arctos ) in the flow of marine nitrogen into a terrestrial ecosystem,Hilderbrand et al.,1999,Yes,,Salmon/bear interactions (N),Fish & mammal,Pacific salmon & brown bear predator-prey interactions,Biotic,Riparian ecosystem,No,Marine - Terrestrial,Continental subarctic,No,North America,United States,"60.6, 151.3",Yes,1996,1998,FL
Subalusky,Salmon carcasses increase stream productivity more than inorganic fertilizer pellets: a test on multiple trophic levels in streamside experimental channels.,Wipfli et al,2010,Yes,,"Salmon Carcass(ammonium-nitrogen, nitrate-nitrogen, phosphorus)",Fish,Coho Salmon,Biotic,Riparian Habitat,Yes,Freshwater - Terrestrial,Temperate,No,Norh America,USA,"58.260825, -134.324846",Yes,2001,2001,JB
Subalusky,"Salmon species, density and watershed size predict magnitude of marine enrichment in riparian food webs",Hocking and Reimchen,2009,Yes,,"Chum/pink/coho salmon and watershed size (N, C)",Fish,"Chum, pink, and coho salmon (affected by watershed size)",Biotic,Riparian ecosystem,No,Marine - Terrestrial,3 regions in B.C. (moderate oceanic),No,North America,Canada,"49.3, 123.1",Yes,1998,2001,FL
Subalusky,"Scavenging by vertebrates: behavioral, ecological, and evolutionary perspectives on an important energy transfer pathway in terrestrial ecosystems",DeVault et al.,2003,No,,,,,,,,,,,,,,,,,FL
Subalusky,Scavenging: how carnivores and carrion structure communities,Wilson and Wolkovitch,2011,No,,,,,,,,,,,,,,,,,
Subalusky,Sea Turtles as Biological Transporters of Nutrients and Energy from Marine - Terrestrial Ecosystems,Bouchard and Bjorndal,2000,Yes,,"Sea turtle eggs (lipids,N, P, organic matter, energy)",Reptile,Loggerhead sea turtle eggs,Biotic,Beach ecosystem,No,Marine - Terrestrial,Humid subtropical,No,North America,United States,"28.0, -80.5",Yes,1996,1996,FL
MacInturf,Seabird colonies as important global drivers in the nitrogen and phosphorus cycles,Otero et al.,2018,No,,,,,,,,,,,,,,,,,JB
Subalusky,Seabird guano as a determinant of rocky intertidal community structure,Bosman and Hockey,1986,Yes,seabird guano,Seabird guano (various N compounds),Bird,Seabird,Biotic,Intertidal algal communities,Yes,Marine - Terrestrial,Mediterranean,Yes,Africa,South Africa,"-33.0, 18.2",Yes,1982,1984,FL
Subalusky,Seabird guano as a determinant of rocky intertidal community structure,Bosman and Hockey,1986,Yes,seabird guano,Seabird guano (various N compounds),Bird,Seabird,Biotic,Intertidal limpet communities,,Marine - Terrestrial,Mediterranean,Yes,Africa,South Africa,"-33.0, 18.3",Yes,1982,1984,FL
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,Hermann gull,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500000",No,1991,2002,KH
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,California gull,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500001",No,1991,2002,KH
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,Brown Pelicans,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500002",No,1991,2002,KH
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,Blue-footed Boobies,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500003",No,1991,2002,KH
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,Brown Boobies,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500004",No,1991,2002,KH
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,Common Cormorants,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500005",No,1991,2002,KH
Mulder,Seabird guano influences on desert islands: soil chemistry and herbaceoous species richness and productivity,"Wait, D.A, et al",2005,Yes,seabird guano,"Guano (NO3, NH4, N)",Seabirds,Various other bird species,Biotic,Soil,Yes,Terrestrial - Terrestrial,Mediterranean/Arid,Yes,North America,Mexico,"28.916667, -113.500006",No,1991,2002,KH
MacInturf,Seabirds enhance coral reef productivity and functioning in the absence of invasive rats,Grahme et al.,2018,Yes,,Seabird Guano(Nitrogen),Seabirds,14 Different Seabirds,Biotic,Soil,Yes,Marine - Terrestrial,Tropical,No,British Indian Ocean Territory,Chagos Archipelago,"-5.50, 72.00",Yes,2015,2015,JB
Mulder,"Seagull influence on soil properties, chenopod shrub distribution, and leaf nutrient status in semi-arid Mediterranean islands","Garcia, L.V., et al",2002,Yes,seabird guano,"K, NO2, Zn, Fe, water, N",Seagull,Unspecified,Biotic,Suaeda vera,Yes,Marine - Terrestrial,Semi-Arid Mediterranean,Yes,Atlantic Ocean,Mediterranean Sea,"35.176531,-2.4599782",No,N/A,N/A,KH
Mulder,"Seagull influence on soil properties, chenopod shrub distribution, and leaf nutrient status in semi-arid Mediterranean islands","Garcia, L.V., et al",2002,Yes,seabird guano,"K, NO2, Zn, Fe, water, N",Seagull,Unspecified,Biotic,Salsola oppositifolia,,Marine - Terrestrial,Semi-Arid Mediterranean,Yes,Atlantic Ocean,Mediterranean Sea,"35.176531,-2.4599782",No,N/A,N/A,KH
Mulder,"Seagull influence on soil properties, chenopod shrub distribution, and leaf nutrient status in semi-arid Mediterranean islands","Garcia, L.V., et al",2002,Yes,seabird guano,"K, NO2, Zn, Fe, water, N",Seagull,Unspecified,Biotic,Atriplex halimus,,Marine - Terrestrial,Semi-Arid Mediterranean,Yes,Atlantic Ocean,Mediterranean Sea,"35.176531,-2.4599782",No,N/A,N/A,KH
Subalusky,Seasonal patterns of terrestrial and aquatic prey abundance and use by Oncorhynchus mykiss in a California coastal basin with a Mediterranean climate.,Rundio and Lindley,2007,Yes,emerging insects,Terrestrial invertebrates,Terrestrial invertebrates,Terrestrial invertebrates,Biotic,Rainbow trout,No,Terrestrial - Freshwater,Mediterranean,Yes,North America,United States,"34.1, -121.6",Yes,2004,2005,FL
Subalusky,Seasonal subsidy stabilizes food web dynamics: Balance in a heterogeneous landscape,Takimoto et al,2002,No,,,,,,,,,,,,,,,,,FL
Subalusky,"Secondary Production, Emergence, and Export of Aquatic Insects of a Sonoran Desert Stream",Jackson and Fisher,1986,Yes,,Emerging aquatic insects (biomass),Insect,Adult aquatic insect emergence,Biotic,Riparian ecosystem,No,Freshwater - Terrestrial,Desert,No,North America,United States,"33.6, -111.7",Yes,1982,1983,FL
Mulder,Separation of the nitrogen isotopes by the exchange reaction between ammonia and solutions of ammonium nitrate,"Kirschenbaum, I., et al",1947,Cannot access full paper,,,,,,,,,,,,,,,,,
Subalusky,Shredder fecal pellets as stores of allochthonous organic matter in streams,Joyce and Wotton,2008,Yes,,Shredder & suspension feeder fecal pellets (C),Arthropod,Black flies (Simulium) and Gammarus amphipod,Biotic,Stream,No,Freshwater - Freshwater,Wild caught and raised in lab for experiment,No,Europe,England,"51.7, -0.62",Yes,2004,2005,FL
Subalusky,Skeletal Inventories from Wildebeest Drownings at Lakes Masek and Ndutu in the Serengeti Ecosystem of Tanzania,Capaldo and Peters,1995,Yes,,Drowned wildebeest carcasses,Mammal,Wildbeest carcass (drowned),Biotic,Lakes and Rivers,No,Terrestrial - Freshwater,Subtropical,No,Africa,Tanzania,"-3.03, 35.0",Yes,1991,1991,FL
Subalusky,Social Behavior and Ecosystem Processes: River Otter Latrines and Nutrient Dynamics of Terrestrial Vegetation,Ben-David et al.,1998,Yes,,Otter scent marking (N),Mammal,River otters' scent marks,Biotic,Riparian plants,No,Freshwater - Terrestrial,Subarctic,No,North America,United States,"60.5, -147.7",Yes,1994,1996,FL
Mulder,Soil Nutrient Avaliability,"Barber, S.A.",1984,No,,,,,,,,,,,,,,,,,
Mulder,Soils of Stephens Island,"Ward, W.T.",1961,Cannot find paper,,,,,,,,,,,,,,,,,
Subalusky,Sometimes Sperm Whales (Physeter macrocephalus) Cannot Find Their Way Back to the High Seas: A Multidisciplinary Study on a Mass Stranding,Mazzariol et al.,2011,Yes,,No relation to subsidies (whale stranding pattern/causes),,,,,,,,,,,,,,,FL
Subalusky,Spatial stoichiometry: cross-ecosystem material flows and their impact on recipient ecosystems and organisms.,Sitters et al,2015,No,,,,,,,,,,,,,,,,,FL
Subalusky,Species replacement by a nonnative salmonid alters ecosystem function by reducing prey subsidies that support riparian spiders,Benjamin et al.,2011,Yes,,Emerging aquatic insect prey,Insect,Aquatic insects,Biotic,Riparian spiders,No,Freshwater - Terrestrial,"Temperate semiarid steppe, subalpine",No,North America,United States,"44.3, -109.8",Yes,2006,2006,FL
Subalusky,Spider-mediated flux of PCBs from contaminated sediments to terrestrial ecosystems and potential risks to arachnivorous bird,Walters et al,2010,Yes,,PCBs,Aquatic Spiders,Tetragnathidae,Biotic,Riparian Sediment,Yes,Freshwater - Terrestrial,humid subtropical,No,North America,USA,"34.469289, -82.877517",Yes,2007,2007,JB
Subalusky,Spider-mediated flux of PCBs from contaminated sediments to terrestrial ecosystems and potential risks to arachnivorous bird,Walters et al,2010,Yes,,PCBs,Aquatic Spiders,Araneidae,Biotic,Riparian Sediment,Yes,Freshwater - Terrestrial,humid subtropical,No,North America,USA,"34.469289, -82.877518",Yes,2007,2007,JB
Subalusky,Spider-mediated flux of PCBs from contaminated sediments to terrestrial ecosystems and potential risks to arachnivorous bird,Walters et al,2010,Yes,,PCBs,Aquatic Spiders,Mecynogea lemniscata,Biotic,Riparian Sediment,Yes,Freshwater - Terrestrial,humid subtropical,No,North America,USA,"34.469289, -82.877519",Yes,2007,2007,JB
Mulder,Stable Isotopes,"Ehleringer, J.R. and C.B. Osmond",1989,No,,,,,,,,,,,,,,,,,
Seabird Chapter,Stable isotopes in ecosystem studies,"Peterson, B.J. and B. Fry",1987,No,,,,,,,,,,,,,,,,,
Subalusky,Stable isotopes reveal strong marine and El Nino effects on island food webs,Stapp et al,1999,,,,,,,,,Marine - Terrestrial,Desert Island,No,North America,Mexico,28.916667/-113.5,,,,
Subalusky,State of the World’s Fisheries,Hilborn et al.,2003,No,,,,,,,,,,,,,,,,,FL
