Common Name,Date of Occurance,Date of Examination,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks
NORTHERN ELEPHANT SEAL,4/30/05,4/30/05,SANTA BARBARA,GOLETA,COAL OIL POINT,,,HAULOUT-RELATED,ALIVE,TRANSLOCATED,M,PUP/CALF,58,IN,110,LB,HAULED OUT ON PUBLIC BEACH; ANIMAL TRANSLOCATED AND RELEASED AT GAVIOTA BEACH PARK ON 4/30/2005,N/A,TRANSLOCATED
HARBOR SEAL,5/1/05,5/1/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK; BETWEEN STEPS & SLOUGH,,,UNKNOWN,FRESH DEAD,BURIED,U,UNKNOWN,36,IN,,,,NO PARTS COLLECTED,
UNIDENTIFIED PINNIPED,5/1/05,5/1/05,SANTA BARBARA,SANTA BARBARA,AROOYO BURRO BEACH COUNTY PARK,,,UNKNOWN,FRESH DEAD,BURIED,U,UNKNOWN,42,IN,,,,NO PARTS COLLECTED,
UNIDENTIFIED PINNIPED,5/3/05,5/3/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH; PARKING LOT @ NINOS DRIVE,,,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,72,IN,200,LB,,NO PARTS COLLECTED,
UNIDENTIFIED PINNIPED,5/3/05,5/3/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH PARKING LOT AT NINOS DRIVE,,,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,72,IN,200,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/4/05,5/4/05,SANTA BARBARA,CARPINTERIA,RINCON BEACH,,,ILLNESS-RELATED,ALIVE,LEFT AT SITE,F,ADULT,,,190,LB,SEIZURES; ANIMAL MONITORED ON SITE; FINAL STATUS UNKNOWN; SUSPECTED DOMOIC ACID TOXICITY,NA,
CALIFORNIA SEA LION,5/4/05,5/4/05,SANTA BARBARA,CARPINTERIA,SANTA CLAUS LANE,,,GILLNET-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,45,IN,55,LB,MONOFILLAMENT GILLNET AROUND NECK; SEVERE NECK WOUND,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/5/05,5/5/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH; NEAR MILPAS STREET,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,48,IN,170,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/5/05,5/5/05,SANTA BARBARA,SANTA BARBARA,FERNALD POINT; 1811 FERNALD POINT LANE,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,42,IN,65,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/6/05,5/6/05,SANTA BARBARA,SANTA BARBARA,WEST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,41,IN,34,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/10/05,5/10/05,SANTA BARBARA,SANTA BARBARA,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,39,IN,29,LB,EMACIATED,N/A,
CALIFORNIA SEA LION,5/11/05,5/11/05,SANTA BARBARA,SANTA BARBARA,STEARNS WHARF,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,48,IN,65,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/12/05,5/12/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,SHOOTING-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,41,IN,36,LB,SHOTGUN WOUND; ABCESS ON RIGHT FRONT FLIPPER,N/A,SANTA BARABRA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/13/05,5/13/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,40,IN,32,LB,SEVERE PNEUMONIA,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/13/05,5/13/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,SHOOTING-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,44,IN,66,LB,EMACIATED; SHOTGUN WOUND,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/15/05,5/15/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,35,IN,23,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/18/05,5/18/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,57,IN,152,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/19/05,5/19/05,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,39,IN,33,LB,ABCESSES ON FLIPPERS; EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/23/05,5/23/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,LEFT AT SITE,F,ADULT,,,190,LB,SEIZURES; ANIMAL MONITORED ON SITE; FINAL STATUS UNKNOWN; SUSPECTED DOMOIC ACID TOXICITY,N/A,
CALIFORNIA SEA LION,5/23/05,5/23/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,LEFT AT SITE,F,ADULT,,,190,LB,SEIZURES; ANIMAL MONITORED ON SITE; FINAL STATUS UNKNOWN; SUSPECTED DOMOIC ACID TOXICITY,N/A,
CALIFORNIA SEA LION,5/25/05,5/25/05,SANTA BARBARA,,HOPE RANCH BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF THREE ANIMALS FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/25/05,5/25/05,SANTA BARBARA,,HOPE RANCH BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF THREE ANIMALS FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/25/05,5/25/05,SANTA BARBARA,,HOPE RANCH BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF THREE ANIMALS FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/25/05,5/25/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,41,IN,44,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/26/05,5/26/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH IN FRONT OF MILPAS STREET,,,UNKNOWN,FRESH DEAD,BURIED,U,UNKNOWN,50,IN,140,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/29/05,5/29/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,42,IN,52,LB,HEALTHY ANIMAL ON PUBLIC BEACH; TAKEN TO REHABILITATION FACILITY FOR RELOCATION & RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,5/30/05,5/30/05,SANTA BARBARA,CARPINTERIA,RINCON POINT,,,HOOK/LINE FISHERY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,34.5,IN,28,LB,FISH HOOK IN STOMACH; INTERNAL BLEEDING,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/31/05,5/31/05,SANTA BARBARA,,HERITAGE OIL PLATFORM,3421,12016,UNKNOWN,FRESH DEAD,BURIED AT SEA,U,PUP/CALF,,,,,,NO PARTS COLLECTED,BURIED AT SEA
CALIFORNIA SEA LION,6/1/05,6/1/05,SANTA BARBARA,,HERITAGE OIL PLATFORM,3421,12016,UNKNOWN,FRESH DEAD,BURIED AT SEA,U,PUP/CALF,,,,,,NO PARTS COLLECTED,BURIED AT SEA
CALIFORNIA SEA LION,6/1/05,6/1/05,SANTA BARBARA,GOLETA,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,43,IN,49,LB,INTERNAL BLEEDING,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/1/05,6/1/05,SANTA BARBARA,SANTA BARBARA,ARROYA BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,71,LB,LETHARGIC,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/2/05,6/2/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,78,IN,275,LB,LETHARGIC,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/4/05,6/4/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,38,IN,26,LB,EMACIATED; LETHARGIC,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/4/05,6/4/05,SANTA BARBARA,SANTA BARABRA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,73,IN,252,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/4/05,6/4/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,74,IN,95,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMAL CENTER
CALIFORNIA SEA LION,6/4/05,6/4/05,SANTA BARBARA,CARPINTERIA,SANDYLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,81,IN,365,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/5/05,6/5/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,32,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/5/05,6/5/05,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,50,IN,375,LB,SUSPECTED DOMOIC ACIDTOXICITY; PREGNANT,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/5/05,6/5/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,80,IN,325,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/6/05,6/6/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH IN FRONT OF BIRD REFUGE OUTFALL,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,48,IN,250,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/6/05,6/6/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,39,IN,34,LB,EMACIATED,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/6/05,6/6/05,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,44,IN,55,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/6/05,6/6/05,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,67,IN,240,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/7/05,6/7/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,41,IN,46,LB,ABCESS ON LEFT FRONT FLIPPER,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/7/05,6/7/05,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,167,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/7/05,6/7/05,SANTA BARBARA,CARPINTERIA,RINCON BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,71,IN,320,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/11/05,SANTA BARBARA,CARPINTERIA,RINCON PARKWAY,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,53,IN,195,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/8/05,SANTA BARBARA,CARPINTERIA,MESA LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,275,LB,SUSPECTED DOMOIC ACID TOXICITY; PUP BORN AT REHAB CENTER,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/8/05,SANTA BARBARA,,HOPE RANCH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,285,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/8/05,SANTA BARBARA,MONTECITO,HAMMONDS BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,54,IN,115,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/8/05,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,43,IN,52,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/8/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,54,IN,115,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/8/05,6/8/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,59,IN,205,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/9/05,6/9/05,SANTA BARBARA,GOLETA,GOLETA BEACH; NEAR VOLLEYBALL COURT,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,60,IN,300,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/9/05,6/9/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,56,IN,120,LB,APPARENTLY HEALTHY ANIMAL; ON PUBLIC BEACH,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/9/05,6/9/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,55,IN,235,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/10/05,6/10/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,44,IN,58,LB,APPARENTLY HEALTHY ANIMAL; ON PUBLIC BEACH,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/10/05,6/10/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,69,IN,315,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/10/05,6/10/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,195,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/05,6/11/05,SANTA BARBARA,CARPINTERIA,SANTA CLAUS LANE,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,54,IN,216,LB,APPARENTLY HEALTHY ANIMAL; HAULED OUT ON PUBLIC BEACH,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/05,6/11/05,SANTA BARBARA,SANTA BARBARA,MESA LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,288,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/05,6/11/05,SANTA BARBARA,SANTA BARBARA,WEST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,210,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/05,6/11/05,SANTA BARBARA,GOLETA,GOLETA POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,59,IN,170,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/05,6/11/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,56,IN,206,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,THE MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/05,6/11/05,SANTA BARBARA,,HOPE RANCH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,43,IN,48,LB,APPARENTLY HEALTHY ANIMAL; HAULED OUT ON PUBLIC BEACH; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/12/05,6/12/05,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,276,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/12/05,6/12/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,210,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/13/05,6/13/05,SANTA BARBARA,CARPINTERIA,RINCON,,,ILLNESS-RELATED,ALIVE,CHASED INTO WATER BY BEACHGOERS,F,ADULT,,,,,SEIZURES; SUSPECTED DOMOIC ACID TOXICITY; ANIMAL CHASED INTO WATER BY MEMBERS OF PUBLIC; FINAL STATUS UNKNOWN,N/A,CHASED INTO WATER BY BEACHGOERS
CALIFORNIA SEA LION,6/13/05,6/13/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,310,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/13/05,6/13/05,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,365,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/13/05,6/13/05,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,59,IN,230,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/05,6/14/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,201,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/05,6/14/05,SANTA BARBARA,GOLETA,GOLETA BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,55,IN,195,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/05,6/14/05,SANTA BARBARA,GOLETA,EL CAPITAIN STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,230,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/05,6/14/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,50,IN,95,LB,APPARENTLY HEALTHY ANIMAL,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/05,6/14/05,SANTA BARBARA,,HOPE RANCH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,41,IN,48,LB,APPARENTLY HEALTHY ANIMAL; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/05,6/14/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,42,IN,46,LB,APPARENTLY HEALTHY ANIMAL,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/15/05,6/15/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,360,LB,APPARENTLY HEALTHY ANIMAL; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/15/05,6/15/05,SANTA BARBARA,,HOPE RANCH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,44,IN,72,LB,APPARENTLY HEALTHY ANIMAL; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/15/05,6/15/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,51,IN,70,LB,APPARENTLY HEALTHY ANIMAL,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/05,6/16/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,59,IN,130,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/05,6/16/05,SANTA BARBARA,SANTA BARBARA,SUMMERLAND BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,265,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/05,6/16/05,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,39,IN,26,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/05,6/16/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,41,IN,56,LB,ANIMAL HEALTHY; TRANSPORTED TO REHAB CENTER FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/05,6/16/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,44,IN,61,LB,ANIMAL HEALTHY; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/17/05,6/17/05,SANTA BARBARA,SANTA BARBARA,UNDER STEARS WHARF,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,,,,,,NO PARTS COLLECTED,
